t,x,v,F_imp,F_env,Ks,Ds,K_est,iq_ideal,iq_cmd,iq_actual,tau_motor,tau_env
0.0,0.0029985000267746063,-0.1499973225393816,-1.5591596679491693,0.0,300.4528463235882,17.159364481154782,100.0,-0.8661998155273162,0.0,0.07437390606637717,0.02008095463792184,0.0
0.01,0.0029970000517955944,-0.1499974979011746,-1.3272809680975786,0.0,306.27464414957524,17.324813166859368,100.0,-0.7373783156097657,0.0,-0.00487116091600444,-0.001315213447321199,0.0
0.02,0.0029955000607664022,-0.14999910291920113,-1.1150821505346058,0.0,300.0177563663518,17.14693562240859,100.0,-0.6194900836303364,0.0,-0.0445838340704957,-0.012037635199033841,0.0
0.030000000000000006,0.0029940000574190328,-0.1500003347369302,-0.9213856243593669,0.0,299.921610203095,17.144187878083727,100.0,-0.5118809024218705,0.0,-0.03421715914106949,-0.009238632968088764,0.0
0.04,0.0029925000555516106,-0.15000018674223825,-0.7836072371030682,0.0,305.0219678046784,17.289347253398113,100.0,-0.435337353946149,0.0,0.0041109636653340435,0.001109960189640192,0.0
0.05,0.0029910000773680956,-0.14999781835151405,-0.6511892187079036,0.0,305.34173269001894,17.29840738438711,100.0,-0.3617717881710575,0.0,0.06578863122790228,0.017762930431533618,0.0
0.06000000000000001,0.002989500101499824,-0.1499975868271679,-0.4447434895593194,0.0,292.60572652427055,16.933800872627064,100.0,-0.2470797164218441,0.0,0.006431231837191013,0.0017364325960415735,0.0
0.07,0.002988000112774032,-0.14999887257922628,-0.32430128354705934,0.0,299.64130221220245,17.136174490473607,100.0,-0.18016737974836627,0.0,-0.035715334955188256,-0.00964314043790083,0.0
0.08,0.0029865001029891714,-0.15000097848605978,-0.20289030780245398,0.0,301.64618569432923,17.19340751510423,100.0,-0.11271683766802998,0.0,-0.058497412041817645,-0.015794301251290766,0.0
0.09000000000000001,0.002985000105938645,-0.1499997050526753,-0.09417678853740474,0.0,297.0627859914956,17.062283852745672,100.0,-0.05232043807633596,0.0,0.03537314956887977,0.009550750383597538,0.0
0.1,0.0029835001368812616,-0.1499969057383451,-0.053892824027025776,0.0,304.615830856605,17.277833030778854,100.0,-0.029940457792792093,0.0,0.07775873139477577,0.020994857476589458,0.0
0.11,0.002982000172669635,-0.14999642116268141,0.025503136597298637,0.0,302.10996040512555,17.206619691183477,100.0,0.014168409220721464,0.0,0.013460435102283055,0.003634317477616425,0.0
0.12000000000000002,0.0029805001931746383,-0.14999794949965278,0.12619924913296687,0.0,290.14423490413174,16.862424209052772,100.0,0.07011069396275936,0.0,-0.04245380476013736,-0.011462527285237088,0.0
0.13,0.002979000204498111,-0.14999886765272819,0.16302861135058122,0.0,300.0674000984835,17.148354209559407,100.0,0.09057145075032288,0.0,-0.025504252094456004,-0.006886148065503121,0.0
0.14,0.002977500213876667,-0.14999906214441044,0.22900984730997265,0.0,305.85483883427503,17.312935685711693,100.0,0.1272276929499848,0.0,-0.00540254672960536,-0.0014586876169934472,0.0
0.15000000000000002,0.0029760002479246417,-0.14999659520251243,0.2736290990337278,0.0,306.041288184638,17.31821187134934,100.0,0.15201616612984875,0.0,0.06852616383364472,0.018502064235084076,0.0
0.16,0.002974500287391219,-0.14999605334224964,0.35850911829667664,0.0,303.2547783555531,17.23919031707818,100.0,0.19917173238704255,0.0,0.015051673966563131,0.0040639519709720455,0.0
0.17,0.00297300030854087,-0.14999788503491598,0.4076050125959221,0.0,300.514653242394,17.161129338640453,100.0,0.22644722921995666,0.0,-0.05088035184264814,-0.013737694997515,0.0
0.18000000000000002,0.0029715003145246123,-0.14999940162574776,0.458065858858669,0.0,305.9795250460227,17.316464262230387,100.0,0.25448103269926053,0.0,-0.04212752310497561,-0.011374431238343415,0.0
0.19,0.0029700003239065543,-0.14999906180578262,0.5055082623145628,0.0,294.9571564669579,17.001706189015817,100.0,0.28083792350809045,0.0,0.00943944347590649,0.0025486497384947524,0.0
0.2,0.002968500352007884,-0.14999718986701954,0.5094483695199592,0.0,303.24740158972855,17.238980641497744,100.0,0.2830268719555329,0.0,0.05199829897440293,0.014039540723088792,0.0
0.21000000000000002,0.002967000378214931,-0.1499973792952619,0.552162174658194,0.0,302.5120292170642,17.218065763398712,100.0,0.3067567636989966,0.0,-0.00526189562144971,-0.0014207118177914219,0.0
0.22,0.0029655003905526577,-0.14999876622735878,0.5713260712523447,0.0,296.1570085794699,17.036251594992383,100.0,0.3174033729179692,0.0,-0.03852589157929483,-0.010401990726409604,0.0
0.23,0.002964000391931782,-0.1499998620876073,0.5772390401109788,0.0,297.8668187827169,17.08535871461476,100.0,0.32068835561721043,0.0,-0.03044056245890838,-0.008218951863905264,0.0
0.24000000000000005,0.0029625004030626495,-0.14999888691322977,0.6014288654240236,0.0,296.3604833040093,17.04210296993681,100.0,0.3341271474577909,0.0,0.02708817715332231,0.0073138078313970244,0.0
0.25,0.0029610004380816735,-0.14999649809762736,0.6305656044471835,0.0,291.1590661957216,16.89188813815102,100.0,0.3503142246928797,0.0,0.06635598895621908,0.01791611701817915,0.0
0.26,0.0029595004787980094,-0.1499959283663936,0.6526556324033264,0.0,295.0977422351378,17.005757477702513,100.0,0.3625864624462924,0.0,0.015825867603880054,0.004272984253047615,0.0
0.27,0.002958000508959171,-0.14999698388384053,0.6385192979721774,0.0,300.0519320263606,17.147912216530422,100.0,0.3547329433178763,0.3547329433178763,-0.029319929081442063,-0.007916380851989358,0.0
0.28,0.002956500521300476,-0.14999876586950717,0.6535619336388714,0.0,302.5745893497521,17.2198460377193,100.0,0.3630899631327063,0.3547329433178763,-0.049499601851242914,-0.013364892499835588,0.0
0.29,0.002955000536264817,-0.14999850356586225,0.6733500748766563,0.0,288.6563025206669,16.819131263839207,100.0,0.3740833749314757,0.3547329433178763,0.007286212358890836,0.0019672773369005256,0.0
0.30000000000000004,0.0029535005670519305,-0.1499969212886314,0.6484302787700518,0.0,302.77560133327233,17.22556499237708,100.0,0.36023904376113985,0.3547329433178763,0.04395214530141088,0.011867079231380938,0.0
0.31,0.0029520006051742902,-0.1499961877640307,0.6895173117875613,0.0,290.5395685638367,16.873908177792124,100.0,0.3830651732153118,0.3547329433178763,0.020375683352902185,0.0055014345052835905,0.0
