iter,pose_x,pose_y,pose_z,xd_x,xd_y,xd_z,F_x,F_y,F_z,tau0,tau1,tau2
541,0.312256,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.071030,0.000534,-0.006104,0.000168,0.015945,0.017166
546,0.312256,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.074234,0.000534,-0.005798,0.000168,0.016815,0.017975
551,0.312256,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.074768,0.000534,-0.005798,0.000168,0.016953,0.018112
556,0.312256,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.074768,0.000534,-0.005798,0.000168,0.016953,0.018112
561,0.312271,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.066528,0.000534,-0.005798,0.000168,0.014908,0.016068
566,0.312286,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.067291,0.000534,-0.005798,0.000168,0.015106,0.016266
571,0.312286,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.073166,0.000534,-0.005798,0.000168,0.016556,0.017715
576,0.312286,-0.000046,-0.080704,0.315994,-0.000031,-0.080994,0.074081,0.000534,-0.005798,0.000168,0.016785,0.017929
581,0.312302,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.068359,0.000534,-0.011597,0.000168,0.013870,0.016190
586,0.312302,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.073013,0.000534,-0.006943,0.000168,0.016220,0.017609
591,0.312302,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.073853,0.000534,-0.006104,0.000168,0.016647,0.017868
596,0.312317,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.068054,0.000534,-0.006104,0.000168,0.015213,0.016434
601,0.312317,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.072708,0.000534,-0.006104,0.000168,0.016357,0.017578
606,0.312347,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.056839,0.000534,-0.006104,0.000168,0.012451,0.013657
611,0.312347,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.070343,0.000534,-0.006104,0.000168,0.015778,0.016998
